"dataset","run","format","name","preview_seconds","final_seconds","final_details"
"perfekt.raw","1","RAW","perfekt","4.35","4.59","full=1004x1004x1004"
"perfekt.raw","2","RAW","perfekt","4.33","4.62","full=1004x1004x1004"
"perfekt.raw","3","RAW","perfekt","4.25","4.52","full=1004x1004x1004"
