"dataset","run","format","name","preview_seconds","final_seconds","final_details"
"50kv.tif","1","TIFF","50kv.tif","6.19","6.26","full=858x682x201"
"50kv.tif","2","TIFF","50kv.tif","6.91","7","full=858x682x201"
"50kv.tif","3","TIFF","50kv.tif","6.8","6.88","full=858x682x201"
"50kv.tif","4","TIFF","50kv.tif","7.05","7.14","full=858x682x201"
"50kv.tif","5","TIFF","50kv.tif","7.25","7.34","full=858x682x201"
