"dataset","run","format","name","preview_seconds","final_seconds","final_details"
"50kv.tif","1","TIFF","50kv.tif","5.99","6.08","full=858x682x201"
"50kv.tif","2","TIFF","50kv.tif","6.24","6.33","full=858x682x201"
"50kv.tif","3","TIFF","50kv.tif","6.17","6.48","full=858x682x201"
"50kv.tif","4","TIFF","50kv.tif","6.29","6.39","full=858x682x201"
"50kv.tif","5","TIFF","50kv.tif","6.41","6.5","full=858x682x201"
