"dataset","run","format","name","preview_seconds","final_seconds","final_details"
"iguana.nii","1","NIfTI","iguana.nii","4.48","4.63","full=380x535x308"
"iguana.nii","2","NIfTI","iguana.nii","4.5","4.66","full=380x535x308"
"iguana.nii","3","NIfTI","iguana.nii","4.44","4.58","full=380x535x308"
"iguana.nii","4","NIfTI","iguana.nii","4.43","4.65","full=380x535x308"
"iguana.nii","5","NIfTI","iguana.nii","4.43","4.59","full=380x535x308"
