"dataset","run","format","name","preview_seconds","final_seconds","final_details"
"perfekt.raw","1","RAW","perfekt","6.46","6.71","full=1004x1004x1004"
"perfekt.raw","2","RAW","perfekt","6.49","7.01","full=1004x1004x1004"
"perfekt.raw","3","RAW","perfekt","6.55","6.91","full=1004x1004x1004"
"perfekt.raw","4","RAW","perfekt","4.97","5.27","full=1004x1004x1004"
"perfekt.raw","5","RAW","perfekt","4.93","5.24","full=1004x1004x1004"
