"dataset","run","format","name","preview_seconds","final_seconds","final_details"
"50kv.tif","1","TIFF","50kv.tif","6.07","6.15","full=858x682x201"
"50kv.tif","2","TIFF","50kv.tif","6.31","6.39","full=858x682x201"
"50kv.tif","3","TIFF","50kv.tif","5.78","5.85","full=858x682x201"
"50kv.tif","4","TIFF","50kv.tif","5.23","5.3","full=858x682x201"
"50kv.tif","5","TIFF","50kv.tif","4.96","5.03","full=858x682x201"
