"dataset","run","format","name","preview_seconds","final_seconds","final_details"
"iguana.nii","1","NIfTI","iguana.nii","5.29","5.39","full=380x535x308"
"iguana.nii","2","NIfTI","iguana.nii","5.1","5.23","full=380x535x308"
"iguana.nii","3","NIfTI","iguana.nii","5.06","5.22","full=380x535x308"
"iguana.nii","4","NIfTI","iguana.nii","5.11","5.24","full=380x535x308"
"iguana.nii","5","NIfTI","iguana.nii","5.16","5.32","full=380x535x308"
